50, 66,	50, 66, 16, 19, 19, 19, 19, 19, 19, 19, 19, 19, 20, 16, 16, 16, 16, 16, 16, 16, 19, 19, 19, 19, 50, 66,	50, 66,	50, 66, 17, 33, 33, 49, 50, 66,	50, 66,	50, 66,	50, 66,	50, 66,	50, 66,
82,	98, 82,	98, 19, 19, 19, 19, 19, 19, 34, 18, 34, 18, 34, 18, 16, 16, 16, 16, 16, 16, 34, 18, 34, 18, 82,	98, 82,	98, 82,	98, 16, 16, 16, 16, 82,	98, 82,	98, 82,	98, 82,	98, 82,	98, 82,	98,
50, 66,	50, 66, 19, 19, 19, 19, 19, 19,	50, 66,	50, 66,	50, 66, 17, 33, 33, 33, 33, 49, 50, 66,	50, 66,	50, 66,	50, 66,	50, 66, 16, 16, 16, 19, 50, 66,	50, 66,	50, 66,	50, 66,	50, 66,	50, 66,
82,	98, 82,	98, 19, 19, 19, 19, 19, 19, 82,	98, 82,	98, 82,	98, 16, 16, 16, 16, 16, 16, 82,	98, 82,	98, 82,	98, 82,	98, 82,	98, 16, 19, 19, 19, 82,	98, 82,	98, 16, 19, 19, 19, 82,	98, 82,	98,
50, 66, 50, 66, 19, 19, 19, 19, 19, 19, 50, 66, 50, 66, 50, 66, 16, 16, 16, 16, 16, 16, 50, 66, 50, 66, 50, 66, 50, 66, 50, 66, 19, 19, 19, 19, 50, 66, 50, 66, 19, 19, 19, 19, 50, 66, 50, 66,
82,	98, 82, 98, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 82,	98, 82,	98, 19, 19, 19, 19, 82,	98, 16, 19, 19, 19, 19, 19, 19, 19, 82, 98,
50, 66, 50, 66, 16, 19, 19, 19, 19, 19, 19, 19, 19, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 50, 66, 50, 66, 19, 19, 19, 19, 50, 66, 16, 19, 19, 19, 19, 19, 19, 19, 50, 66,
82, 98, 82, 98, 34, 18, 19, 19, 19, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 19, 19, 19, 19, 19, 19, 16, 16, 16, 82, 98, 82, 98, 19, 19, 19, 16, 16, 16, 16, 19, 19, 19, 19, 19, 19, 19, 82, 98,
50, 66, 50, 66, 50, 66, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 19, 19, 19, 19, 19, 19, 19, 19, 16, 16, 50, 66, 50, 66, 19, 19, 16, 16, 16, 16, 16, 16, 19, 19, 19, 19, 19, 16, 50, 66,
82, 98, 82, 98, 82, 98, 34, 18, 34, 18, 34, 18, 16, 16, 16, 16, 34, 18, 34, 18, 34, 18, 34, 18, 34, 18, 16, 16, 82, 98, 82, 98, 19, 16, 16, 16, 16, 16, 34, 18, 34, 18, 19, 19, 19, 16, 82, 98,
50, 66, 50, 66, 50, 66, 50, 66, 50, 66, 50, 66, 17, 33, 33, 49, 50, 66, 50, 66, 50, 66, 50, 66, 50, 66, 16, 16, 50, 66, 50, 66, 19, 16, 16, 16, 16, 16, 50, 66, 50, 66, 19, 19, 16, 16, 50, 66,
82, 98, 82, 98, 82, 98, 82, 98, 82, 98, 82, 98, 16, 16, 16, 16, 82, 98, 82, 98, 82, 98, 82, 98, 82, 98, 16, 16, 82, 98, 82, 98, 34, 18, 16, 16, 34, 18, 82,	98, 82,	98, 19, 16, 16, 16, 82,	98,
50, 66, 50, 66, 50, 66, 50, 66, 50, 66, 50, 66, 16, 16, 16, 16, 50, 66, 50, 66, 50, 66, 50, 66, 50, 66, 16, 16, 50, 66, 50, 66, 50, 66, 16, 16, 50, 66, 50, 66, 50, 66, 17, 33, 33, 49, 50, 66,
82, 98, 82, 98, 19, 19, 19, 19, 19, 19, 19, 16, 16, 16, 16, 16, 19, 19, 19, 19, 19, 19, 19, 19, 19, 16, 16, 16, 82, 98, 82, 98, 82, 98, 34, 18, 82, 98, 82, 98, 82, 98, 16, 16, 16, 16, 82, 98,
50, 66, 50, 66, 19, 19, 19, 19, 19, 19, 19, 16, 16, 16, 16, 16, 16, 19, 19, 19, 19, 16, 16, 16, 16, 16, 16, 16, 50, 66, 50, 66, 50, 66, 50, 66, 50, 66, 50, 66, 50, 66, 16, 16, 16, 19, 50, 66,
82, 98, 82, 98, 16, 19, 19, 19, 34, 18, 34, 18, 34, 18, 16, 16, 16, 16, 16, 16, 34, 18, 34, 18, 34, 18, 34, 18, 82, 98, 82, 98, 82, 98, 82, 98, 82, 98, 82, 98, 82, 98, 16, 16, 19, 19, 82, 98,
50, 66, 50, 66, 16, 16, 16, 19, 50, 66, 50, 66, 50, 66, 16, 16, 16, 16, 16, 16, 50, 66, 50, 66, 50, 66, 50, 66, 50, 66, 50, 66, 50, 66, 50, 66, 50, 66, 50, 66, 50, 66, 16, 19, 19, 19, 50, 66,
82, 98, 82, 98, 16, 16, 16, 16, 82, 98, 82, 98, 82, 98, 17, 33, 33, 33, 33, 49, 82, 98, 82, 98, 82, 98, 82, 98, 82, 98, 82, 98, 82, 98, 82, 98, 82, 98, 82, 98, 82, 98, 16, 19, 19, 19, 82, 98,
50, 66, 50, 66, 16, 19, 19, 19, 50, 66, 50, 66, 50, 66, 16, 16, 16, 16, 16, 16, 50, 66, 50, 66, 50, 66, 50, 66, 50, 66, 50, 66, 50, 66, 50, 66, 50, 66, 50, 66, 50, 66, 16, 19, 19, 19, 50, 66,
82, 98, 82, 98, 19, 19, 19, 19, 19, 19, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 19, 19, 19, 19, 19, 19, 82, 98, 82, 98, 82, 98, 19, 19, 19, 16, 16, 16, 16, 16, 19, 19, 82, 98,
50, 66, 50, 66, 19, 19, 19, 19, 19, 19, 19, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 19, 19, 19, 19, 19, 19, 19, 50, 66, 50, 66, 50, 66, 19, 19, 19, 16, 16, 16, 16, 16, 16, 19, 50, 66,
82, 98, 82, 98, 16, 19, 19, 19, 19, 19, 19, 16, 16, 16, 16, 16, 16, 16, 16, 16, 34, 18, 34, 18, 34, 18, 19, 19, 19, 16, 16, 16, 16, 19, 19, 19, 19, 16, 34, 18, 34, 18, 16, 16, 16, 16, 82, 98,
50, 66, 50, 66, 16, 16, 16, 19, 19, 19, 19, 20, 16, 16, 16, 16, 16, 16, 16, 16, 50, 66, 50, 66, 50, 66, 19, 19, 16, 16, 16, 16, 16, 16, 19, 19, 16, 16, 50, 66, 50, 66, 17, 33, 33, 49, 50, 66,
82, 98, 82, 98, 34, 18, 34, 18, 34, 18, 34, 18, 16, 16, 16, 16, 16, 16, 16, 16, 82, 98, 82, 98, 82, 98, 34, 18, 16, 16, 34, 18, 34, 18, 16, 16, 16, 16, 82, 98, 82, 98, 19, 19, 16, 16, 82, 98,
50, 66, 50, 66, 50, 66, 50, 66, 50, 66, 50, 66, 16, 16, 16, 16, 16, 16, 16, 16, 50, 66, 50, 66, 50, 66, 50, 66, 16, 16, 50, 66, 50, 66, 16, 16, 16, 16, 50, 66, 50, 66, 19, 19, 19, 16, 50, 66,
82, 98, 82, 98, 82, 98, 82, 98, 82, 98, 82, 98, 21, 21, 21, 21, 21, 21, 21, 21, 82, 98, 82, 98, 82, 98, 82, 98, 34, 18, 82, 98, 82, 98, 16, 16, 16, 16, 19, 19, 19, 19, 19, 19, 34, 18, 82, 98,
50, 66, 50, 66, 50, 66, 50, 66, 50, 66, 50, 66, 34, 18, 16, 16, 16, 16, 34, 18, 50, 66, 50, 66, 50, 66, 50, 66, 50, 66, 50, 66, 50, 66, 16, 16, 16, 16, 16, 19, 19, 19, 19, 19, 50, 66, 50, 66,
82, 98, 82, 98, 82, 98, 82, 98, 82, 98, 82, 98, 50, 66, 16, 16, 16, 16, 50, 66, 82, 98, 82, 98, 82, 98, 82, 98, 82, 98, 82, 98, 82, 98, 34, 18, 34, 18, 34, 18, 34, 18, 34, 18, 82, 98, 82, 98,
50, 66, 50, 66, 50, 66, 50, 66, 50, 66, 50, 66, 82, 98, 16, 16, 16, 16, 82, 98, 50, 66, 50, 66, 50, 66, 50, 66, 50, 66, 50, 66, 50, 66, 50, 66, 50, 66, 50, 66, 50, 66, 50, 66, 50, 66, 50, 66,
82, 98, 82, 98, 82, 98, 82, 98, 82, 98, 82, 98, 50, 66, 16, 16, 16, 16, 50, 66, 82, 98, 82, 98, 82, 98, 82, 98, 82, 98, 82, 98, 82, 98, 82, 98, 82, 98, 82, 98, 82, 98, 82, 98, 82, 98, 82, 98,
50, 66, 50, 66, 50, 66, 50, 66, 50, 66, 50, 66, 82, 98, 16, 16, 16, 16, 82, 98, 50, 66, 50, 66, 50, 66, 50, 66, 50, 66, 50, 66, 50, 66, 50, 66, 50, 66, 50, 66, 50, 66, 50, 66, 50, 66, 50, 66,
82, 98, 82, 98, 82, 98, 82, 98, 82, 98, 82, 98, 50, 66, 16, 16, 16, 16, 50, 66, 82, 98, 82, 98, 82, 98, 82, 98, 82, 98, 82, 98, 82, 98, 82, 98, 82, 98, 82, 98, 82, 98, 82, 98, 82, 98, 82, 98
